,Unnamed: 0,ID,Season,Fixture,MatchDay,Date,Time,Home Team,Away Team,Refree,Yellow Home,Yellow Away,2nd Yellow Home,2nd Yellow Away,Red Home,Red Away,Half Time Result,Full Time Result,Home Goals,Away Goals,Winner
701,701,941,2014,Masr El Makasa x Ismaily SC,21,"Sat, May 2, 2015",5:00 PM,Masr El Makasa,Ismaily SC,Mohamed Adel,1,3,0,0,0,0,0:0 ,0:2,0,2,Away
702,702,942,2014,El Ahly Cairo x Wadi Degla FC,21,"Thu, Jul 2, 2015",10:00 PM,El Ahly Cairo,Wadi Degla FC,Mahmoud El Banna,1,3,0,0,0,0,2:0 ,3:1,3,1,Home
703,703,943,2014,Tala'ea El Gaish x Zamalek SC,21,"Wed, Jul 29, 2015",7:30 PM,Tala'ea El Gaish,Zamalek SC,Mohamed Farouk,0,2,0,1,0,0,0:2 ,2:3,2,3,Away
704,704,944,2014,El Raja Marsa Matruh x Petrojet,22,"Wed, May 27, 2015",4:30 PM,El Raja Marsa Matruh,Petrojet,Awad Saafan,2,3,0,0,0,1,0:2 ,2:2,2,2,Draw
705,705,945,2014,Wadi Degla FC x Enppi Club,22,"Wed, May 27, 2015",5:00 PM,Wadi Degla FC,Enppi Club,Nader Kamar,2,3,0,0,0,0,1:0 ,1:1,1,1,Draw
706,706,946,2014,Tala'ea El Gaish x El Dakhlia SC,22,"Wed, May 27, 2015",6:30 PM,Tala'ea El Gaish,El Dakhlia SC,Ahmed El Ghandour,3,1,0,0,0,0,0:0 ,1:0,1,0,Home
707,707,947,2014,Ala'ab Damanhour x Masry Port Said,22,"Wed, May 27, 2015",6:30 PM,Ala'ab Damanhour,Masry Port Said,Mahmoud Ashour,5,3,0,0,0,0,1:1 ,1:2,1,2,Away
708,708,948,2014,El Nasr x Smouha SC,22,"Wed, May 27, 2015",6:30 PM,El Nasr,Smouha SC,Mohamed Hanafy,3,3,0,0,0,0,0:1 ,0:2,0,2,Away
709,709,949,2014,Arab Contractors SC x Harras El Hodoud,22,"Wed, May 27, 2015",8:30 PM,Arab Contractors SC,Harras El Hodoud,Amin Omar,4,4,0,1,1,0,0:0 ,0:1,0,1,Away
710,710,950,2014,Alassiouty Sport x Masr El Makasa,22,"Thu, May 28, 2015",4:30 PM,Alassiouty Sport,Masr El Makasa,Khaled Bakhit,2,0,0,0,0,1,0:1 ,1:2,1,2,Away
711,711,951,2014,Ismaily SC x El Gouna FC,22,"Thu, May 28, 2015",5:30 PM,Ismaily SC,El Gouna FC,Ashraf Rashad,1,2,0,0,0,0,0:0 ,1:0,1,0,Home
712,712,952,2014,Ittehad Alexandria x El Ahly Cairo,22,"Thu, May 28, 2015",5:30 PM,Ittehad Alexandria,El Ahly Cairo,Mahmoud El Banna,2,3,0,0,0,1,0:0 ,0:1,0,1,Away
713,713,953,2014,Zamalek SC x El Shorta,22,"Thu, May 28, 2015",8:00 PM,Zamalek SC,El Shorta,Ibrahim Nour Eldin,1,2,0,1,0,0,2:1 ,5:1,5,1,Home
714,714,954,2014,El Shorta x Wadi Degla FC,23,"Mon, Mar 30, 2015",2:00 PM,El Shorta,Wadi Degla FC,Amin Omar,1,1,0,0,0,0,0:0 ,1:0,1,0,Home
715,715,955,2014,Smouha SC x Tala'ea El Gaish,23,"Mon, Mar 30, 2015",2:00 PM,Smouha SC,Tala'ea El Gaish,Mahmoud El Banna,1,1,0,0,0,1,0:0 ,2:0,2,0,Home
716,716,956,2014,Masry Port Said x Arab Contractors SC,23,"Mon, Mar 30, 2015",2:00 PM,Masry Port Said,Arab Contractors SC,Samir Osman,0,0,0,0,0,0,0:0 ,0:1,0,1,Away
717,717,957,2014,Enppi Club x Ittehad Alexandria,23,"Mon, Mar 30, 2015",2:00 PM,Enppi Club,Ittehad Alexandria,Mohamed Farouk,1,1,0,0,0,0,0:0 ,0:0,0,0,Draw
718,718,958,2014,El Dakhlia SC x Zamalek SC,23,"Mon, Mar 30, 2015",4:30 PM,El Dakhlia SC,Zamalek SC,Mohamed Hanafy,6,0,1,0,0,0,0:0 ,0:2,0,2,Away
719,719,959,2014,Harras El Hodoud x El Nasr,23,"Tue, Mar 31, 2015",2:00 PM,Harras El Hodoud,El Nasr,Mohamed Ali Shata,1,0,0,0,0,0,0:1 ,0:1,0,1,Away
720,720,960,2014,Petrojet x Ismaily SC,23,"Tue, Mar 31, 2015",2:00 PM,Petrojet,Ismaily SC,Mahmoud Ashour,1,1,0,0,0,0,0:0 ,0:1,0,1,Away
721,721,961,2014,Masr El Makasa x Ala'ab Damanhour,23,"Tue, Mar 31, 2015",3:30 PM,Masr El Makasa,Ala'ab Damanhour,Mahmoud Bassiouni,2,2,0,0,0,0,0:0 ,1:0,1,0,Home
722,722,962,2014,El Gouna FC x Alassiouty Sport,23,"Tue, Mar 31, 2015",3:30 PM,El Gouna FC,Alassiouty Sport,Walid Abdelaziz,4,2,0,0,0,0,1:0 ,1:1,1,1,Draw
723,723,963,2014,El Ahly Cairo x El Raja Marsa Matruh,23,"Tue, Mar 31, 2015",4:30 PM,El Ahly Cairo,El Raja Marsa Matruh,Gehad Grisha,5,2,0,0,0,0,1:1 ,2:1,2,1,Home
724,724,964,2014,Arab Contractors SC x Masr El Makasa,24,"Tue, Apr 7, 2015",2:30 PM,Arab Contractors SC,Masr El Makasa,Tarek Magdi,3,2,1,0,0,0,1:0 ,1:2,1,2,Away
725,725,965,2014,Ala'ab Damanhour x El Gouna FC,24,"Tue, Apr 7, 2015",2:30 PM,Ala'ab Damanhour,El Gouna FC,Sameh Farouk,3,2,0,0,0,0,0:1 ,1:2,1,2,Away
726,726,966,2014,El Nasr x Masry Port Said,24,"Tue, Apr 7, 2015",2:30 PM,El Nasr,Masry Port Said,Sherif Rashwan,4,0,0,0,0,0,0:0 ,0:0,0,0,Draw
727,727,967,2014,Ittehad Alexandria x El Shorta,24,"Tue, Apr 7, 2015",4:30 PM,Ittehad Alexandria,El Shorta,Mohamed Sabahi,2,3,1,0,0,0,1:1 ,1:1,1,1,Draw
728,728,968,2014,Tala'ea El Gaish x Harras El Hodoud,24,"Tue, Apr 7, 2015",4:30 PM,Tala'ea El Gaish,Harras El Hodoud,Amr Ayed,1,4,0,0,0,0,1:0 ,1:1,1,1,Draw
729,729,969,2014,Ismaily SC x El Ahly Cairo,24,"Wed, Apr 8, 2015",3:30 PM,Ismaily SC,El Ahly Cairo,Ibrahim Nour Eldin,1,0,0,0,0,0,1:0 ,1:1,1,1,Draw
730,730,970,2014,El Raja Marsa Matruh x Enppi Club,24,"Wed, Apr 8, 2015",3:30 PM,El Raja Marsa Matruh,Enppi Club,Walid Abdelrazak,2,4,0,0,0,0,2:2 ,2:2,2,2,Draw
731,731,971,2014,Alassiouty Sport x Petrojet,24,"Thu, Apr 9, 2015",3:30 PM,Alassiouty Sport,Petrojet,Hesham Abdelhamid,1,1,0,0,0,0,0:1 ,2:3,2,3,Away
732,732,972,2014,El Dakhlia SC x Smouha SC,24,"Thu, Apr 9, 2015",3:30 PM,El Dakhlia SC,Smouha SC,Ahmed El Adawi,5,2,1,0,0,0,0:0 ,1:0,1,0,Home
733,733,973,2014,Zamalek SC x Wadi Degla FC,24,"Mon, Aug 3, 2015",7:30 PM,Zamalek SC,Wadi Degla FC,Ibrahim Nour Eldin,1,2,0,0,0,0,0:0 ,0:0,0,0,Draw
734,734,974,2014,Smouha SC x Zamalek SC,25,"Tue, Apr 14, 2015",3:00 PM,Smouha SC,Zamalek SC,Samir Osman,3,3,0,0,0,0,0:0 ,0:1,0,1,Away
735,735,975,2014,Petrojet x Ala'ab Damanhour,25,"Tue, Apr 14, 2015",4:00 PM,Petrojet,Ala'ab Damanhour,Rafaat El Asklany,2,2,0,0,0,0,0:0 ,3:0,3,0,Home
736,736,976,2014,El Ahly Cairo x Alassiouty Sport,25,"Tue, Apr 14, 2015",6:00 PM,El Ahly Cairo,Alassiouty Sport,Mahmoud Bassiouni,2,0,0,0,0,0,4:0 ,5:0,5,0,Home
737,737,977,2014,Masr El Makasa x El Nasr,25,"Wed, Apr 15, 2015",3:30 PM,Masr El Makasa,El Nasr,Nader Kamar,2,2,0,0,0,0,2:1 ,2:1,2,1,Home
738,738,978,2014,Harras El Hodoud x El Dakhlia SC,25,"Wed, Apr 15, 2015",3:30 PM,Harras El Hodoud,El Dakhlia SC,Ahmed El Sayed,3,1,0,1,0,0,0:0 ,1:0,1,0,Home
739,739,979,2014,El Gouna FC x Arab Contractors SC,25,"Wed, Apr 15, 2015",3:30 PM,El Gouna FC,Arab Contractors SC,Gehad Grisha,1,2,0,0,0,0,0:0 ,2:1,2,1,Home
740,740,980,2014,Masry Port Said x Tala'ea El Gaish,25,"Wed, Apr 15, 2015",5:30 PM,Masry Port Said,Tala'ea El Gaish,Mohamed Hanafy,2,0,0,0,0,0,0:0 ,0:0,0,0,Draw
741,741,981,2014,El Shorta x El Raja Marsa Matruh,25,"Sat, Apr 18, 2015",3:30 PM,El Shorta,El Raja Marsa Matruh,Mohamed Farouk,1,0,0,0,0,0,1:0 ,1:1,1,1,Draw
742,742,982,2014,Wadi Degla FC x Ittehad Alexandria,25,"Sat, Apr 18, 2015",3:30 PM,Wadi Degla FC,Ittehad Alexandria,Mahmoud El Banna,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
743,743,983,2014,Enppi Club x Ismaily SC,25,"Sat, Apr 18, 2015",5:30 PM,Enppi Club,Ismaily SC,Amin Omar,1,2,0,0,0,0,2:0 ,3:0,3,0,Home
744,744,984,2014,El Nasr x El Gouna FC,26,"Wed, Apr 22, 2015",3:45 PM,El Nasr,El Gouna FC,Ahmed El Ghandour,1,2,0,0,0,0,0:0 ,1:1,1,1,Draw
745,745,985,2014,Alassiouty Sport x Enppi Club,26,"Wed, Apr 22, 2015",3:45 PM,Alassiouty Sport,Enppi Club,tbc,1,0,1,0,0,0,1:2 ,2:4,2,4,Away
746,746,986,2014,El Raja Marsa Matruh x Wadi Degla FC,26,"Wed, Apr 22, 2015",3:45 PM,El Raja Marsa Matruh,Wadi Degla FC,Sherif Rashwan,2,2,0,0,0,0,1:0 ,1:1,1,1,Draw
747,747,987,2014,Arab Contractors SC x Petrojet,26,"Wed, Apr 22, 2015",3:45 PM,Arab Contractors SC,Petrojet,Said Hamza,0,1,0,0,0,0,1:1 ,3:2,3,2,Home
748,748,988,2014,Tala'ea El Gaish x Masr El Makasa,26,"Wed, Apr 22, 2015",3:45 PM,Tala'ea El Gaish,Masr El Makasa,Mohamed Ali Shata,2,2,0,0,0,0,1:0 ,2:0,2,0,Home
749,749,989,2014,Ismaily SC x El Shorta,26,"Wed, Apr 22, 2015",6:00 PM,Ismaily SC,El Shorta,Mahmoud Bassiouni,2,3,0,0,0,0,1:1 ,1:1,1,1,Draw
750,750,990,2014,Ala'ab Damanhour x El Ahly Cairo,26,"Thu, Apr 23, 2015",3:45 PM,Ala'ab Damanhour,El Ahly Cairo,Tarek Magdi,1,2,0,1,0,0,0:0 ,1:2,1,2,Away
751,751,991,2014,El Dakhlia SC x Masry Port Said,26,"Thu, Apr 23, 2015",3:45 PM,El Dakhlia SC,Masry Port Said,Walid Abdelrazak,2,5,0,0,0,0,1:0 ,2:1,2,1,Home
752,752,992,2014,Zamalek SC x Ittehad Alexandria,26,"Thu, Apr 23, 2015",6:00 PM,Zamalek SC,Ittehad Alexandria,Ibrahim Nour Eldin,0,1,0,0,0,0,1:0 ,2:0,2,0,Home
753,753,993,2014,Smouha SC x Harras El Hodoud,26,"Mon, Jun 1, 2015",4:30 PM,Smouha SC,Harras El Hodoud,Ahmed El Adawi,1,2,0,0,0,0,1:0 ,1:0,1,0,Home
754,754,994,2014,Masry Port Said x Smouha SC,27,"Mon, Apr 27, 2015",3:45 PM,Masry Port Said,Smouha SC,Amin Omar,3,0,0,0,0,0,0:0 ,0:0,0,0,Draw
755,755,995,2014,Petrojet x El Nasr,27,"Mon, Apr 27, 2015",3:45 PM,Petrojet,El Nasr,Amr Ayed,4,2,0,0,0,0,0:0 ,1:0,1,0,Home
756,756,996,2014,Harras El Hodoud x Zamalek SC,27,"Mon, Apr 27, 2015",3:45 PM,Harras El Hodoud,Zamalek SC,Mahmoud El Banna,2,1,0,0,0,0,0:0 ,0:2,0,2,Away
757,757,997,2014,El Ahly Cairo x Arab Contractors SC,27,"Mon, Apr 27, 2015",6:00 PM,El Ahly Cairo,Arab Contractors SC,Mohamed Hanafy,2,1,0,0,0,0,0:0 ,0:1,0,1,Away
758,758,998,2014,El Shorta x Alassiouty Sport,27,"Tue, Apr 28, 2015",3:45 PM,El Shorta,Alassiouty Sport,Awad Saafan,1,1,0,0,0,0,0:0 ,1:0,1,0,Home
759,759,999,2014,El Gouna FC x Tala'ea El Gaish,27,"Tue, Apr 28, 2015",3:45 PM,El Gouna FC,Tala'ea El Gaish,Samir Osman,2,2,0,0,0,0,0:0 ,2:1,2,1,Home
760,760,1000,2014,Enppi Club x Ala'ab Damanhour,27,"Tue, Apr 28, 2015",3:45 PM,Enppi Club,Ala'ab Damanhour,tbc,1,2,0,0,0,0,3:0 ,3:0,3,0,Home
761,761,1001,2014,Masr El Makasa x El Dakhlia SC,27,"Tue, Apr 28, 2015",3:45 PM,Masr El Makasa,El Dakhlia SC,Ibrahim Nour Eldin,0,2,0,0,1,0,0:0 ,2:1,2,1,Home
762,762,1002,2014,Ittehad Alexandria x El Raja Marsa Matruh,27,"Tue, Apr 28, 2015",3:45 PM,Ittehad Alexandria,El Raja Marsa Matruh,Ahmed El Adawi,1,2,0,0,0,0,1:1 ,3:2,3,2,Home
763,763,1003,2014,Wadi Degla FC x Ismaily SC,27,"Tue, Apr 28, 2015",6:00 PM,Wadi Degla FC,Ismaily SC,Mohamed Farouk,3,3,0,0,0,0,0:0 ,1:0,1,0,Home
764,764,1004,2014,Ala'ab Damanhour x El Shorta,28,"Tue, May 5, 2015",4:00 PM,Ala'ab Damanhour,El Shorta,Ahmed El Dalil,2,2,0,0,0,0,0:1 ,0:2,0,2,Away
765,765,1005,2014,Alassiouty Sport x Wadi Degla FC,28,"Tue, May 5, 2015",4:00 PM,Alassiouty Sport,Wadi Degla FC,Osama El Aref,1,1,0,0,0,0,0:0 ,2:2,2,2,Draw
766,766,1006,2014,El Dakhlia SC x El Gouna FC,28,"Tue, May 5, 2015",4:00 PM,El Dakhlia SC,El Gouna FC,Mahmoud El Banna,1,1,0,0,0,0,1:0 ,1:0,1,0,Home
767,767,1007,2014,Harras El Hodoud x Masry Port Said,28,"Tue, May 5, 2015",6:00 PM,Harras El Hodoud,Masry Port Said,Mahmoud Ashour,2,0,0,0,0,0,0:0 ,0:0,0,0,Draw
768,768,1008,2014,Tala'ea El Gaish x Petrojet,28,"Tue, May 5, 2015",6:00 PM,Tala'ea El Gaish,Petrojet,Hesham Abdelhamid,1,1,0,0,0,0,0:1 ,0:1,0,1,Away
769,769,1009,2014,Arab Contractors SC x Enppi Club,28,"Tue, May 5, 2015",6:00 PM,Arab Contractors SC,Enppi Club,Sherif Rashwan,1,2,0,0,0,0,0:3 ,0:4,0,4,Away
770,770,1010,2014,Smouha SC x Masr El Makasa,28,"Wed, May 6, 2015",4:00 PM,Smouha SC,Masr El Makasa,Ashraf Rashad,2,3,0,0,0,0,0:0 ,0:1,0,1,Away
771,771,1011,2014,Ismaily SC x Ittehad Alexandria,28,"Wed, May 6, 2015",4:45 PM,Ismaily SC,Ittehad Alexandria,Samir Osman,1,0,0,0,0,0,1:1 ,1:1,1,1,Draw
772,772,1012,2014,El Nasr x El Ahly Cairo,28,"Wed, May 6, 2015",7:00 PM,El Nasr,El Ahly Cairo,Mohamed Adel,0,4,0,0,0,0,0:3 ,0:3,0,3,Away
773,773,1013,2014,Zamalek SC x El Raja Marsa Matruh,28,"Thu, May 7, 2015",6:00 PM,Zamalek SC,El Raja Marsa Matruh,Amin Omar,1,2,0,1,0,0,1:0 ,2:0,2,0,Home
774,774,1014,2014,Petrojet x El Dakhlia SC,29,"Sat, May 9, 2015",4:00 PM,Petrojet,El Dakhlia SC,Mohamed Ali Shata,3,1,0,1,0,0,0:0 ,0:0,0,0,Draw
775,775,1015,2014,El Shorta x Arab Contractors SC,29,"Sat, May 9, 2015",6:30 PM,El Shorta,Arab Contractors SC,Ahmed El Ghandour,2,2,0,0,0,0,0:0 ,1:1,1,1,Draw
776,776,1016,2014,Wadi Degla FC x Ala'ab Damanhour,29,"Sat, May 9, 2015",6:30 PM,Wadi Degla FC,Ala'ab Damanhour,Sherif Hassan,2,2,0,0,0,0,1:1 ,2:2,2,2,Draw
777,777,1017,2014,El Gouna FC x Smouha SC,29,"Sun, May 10, 2015",4:00 PM,El Gouna FC,Smouha SC,Gehad Grisha,2,2,0,0,0,0,1:1 ,1:1,1,1,Draw
778,778,1018,2014,Masr El Makasa x Harras El Hodoud,29,"Sun, May 10, 2015",4:00 PM,Masr El Makasa,Harras El Hodoud,Abdelaziz El Sayed,2,2,0,0,0,0,0:0 ,0:0,0,0,Draw
779,779,1019,2014,Ittehad Alexandria x Alassiouty Sport,29,"Sun, May 10, 2015",6:30 PM,Ittehad Alexandria,Alassiouty Sport,Mohamed Salama,1,2,0,0,0,1,2:1 ,3:2,3,2,Home
780,780,1020,2014,El Ahly Cairo x Tala'ea El Gaish,29,"Sun, May 10, 2015",6:30 PM,El Ahly Cairo,Tala'ea El Gaish,Ibrahim Nour Eldin,1,1,0,0,0,1,2:0 ,4:0,4,0,Home
781,781,1021,2014,El Raja Marsa Matruh x Ismaily SC,29,"Mon, May 11, 2015",4:00 PM,El Raja Marsa Matruh,Ismaily SC,Tarek Samy,1,2,0,1,0,0,0:0 ,1:1,1,1,Draw
782,782,1022,2014,Enppi Club x El Nasr,29,"Mon, May 11, 2015",4:00 PM,Enppi Club,El Nasr,Mahmoud Bassiouni,3,2,0,0,0,0,0:0 ,0:0,0,0,Draw
783,783,1023,2014,Masry Port Said x Zamalek SC,29,"Mon, May 11, 2015",6:30 PM,Masry Port Said,Zamalek SC,Mohamed Hanafy,0,2,0,0,0,0,0:1 ,0:1,0,1,Away
784,784,1024,2014,Wadi Degla FC x Arab Contractors SC,30,"Tue, May 12, 2015",6:00 PM,Wadi Degla FC,Arab Contractors SC,Gehad Grisha,1,1,0,0,0,0,1:0 ,1:1,1,1,Draw
785,785,1025,2014,Ala'ab Damanhour x Ittehad Alexandria,30,"Wed, May 13, 2015",4:00 PM,Ala'ab Damanhour,Ittehad Alexandria,Walid Abdelaziz,2,3,0,0,0,0,0:2 ,2:4,2,4,Away
786,786,1026,2014,Smouha SC x Petrojet,30,"Wed, May 13, 2015",4:00 PM,Smouha SC,Petrojet,Mahmoud Ashour,1,1,0,0,0,0,1:1 ,2:1,2,1,Home
787,787,1027,2014,El Dakhlia SC x El Ahly Cairo,30,"Wed, May 13, 2015",6:30 PM,El Dakhlia SC,El Ahly Cairo,Samir Osman,1,3,0,0,0,0,0:0 ,0:1,0,1,Away
788,788,1028,2014,Alassiouty Sport x El Raja Marsa Matruh,30,"Thu, May 14, 2015",4:00 PM,Alassiouty Sport,El Raja Marsa Matruh,Tarek Magdi,4,3,0,1,1,1,1:0 ,3:0,3,0,Home
789,789,1029,2014,Harras El Hodoud x El Gouna FC,30,"Thu, May 14, 2015",4:00 PM,Harras El Hodoud,El Gouna FC,Mohamed Sabahi,4,1,1,0,0,0,0:0 ,0:1,0,1,Away
790,790,1030,2014,Masry Port Said x Masr El Makasa,30,"Thu, May 14, 2015",6:30 PM,Masry Port Said,Masr El Makasa,Mahmoud El Banna,4,2,0,0,0,0,1:1 ,1:1,1,1,Draw
791,791,1031,2014,El Nasr x El Shorta,30,"Fri, May 15, 2015",4:00 PM,El Nasr,El Shorta,Ibrahim Nour Eldin,1,0,0,0,0,0,0:0 ,1:1,1,1,Draw
792,792,1032,2014,Tala'ea El Gaish x Enppi Club,30,"Fri, May 15, 2015",6:30 PM,Tala'ea El Gaish,Enppi Club,Mohamed Farouk,0,0,0,0,0,0,0:0 ,0:0,0,0,Draw
793,793,1033,2014,Zamalek SC x Ismaily SC,30,"Mon, Jul 6, 2015",10:00 PM,Zamalek SC,Ismaily SC,Samir Osman,2,1,0,0,0,0,2:0 ,3:0,3,0,Home
794,794,1034,2014,Ismaily SC x Alassiouty Sport,31,"Sun, May 17, 2015",4:30 PM,Ismaily SC,Alassiouty Sport,Raouf El Houshy,2,2,0,0,0,0,2:0 ,5:1,5,1,Home
795,795,1035,2014,Ittehad Alexandria x Arab Contractors SC,31,"Sun, May 17, 2015",4:30 PM,Ittehad Alexandria,Arab Contractors SC,Ashraf Rashad,1,0,0,0,0,0,0:0 ,0:0,0,0,Draw
796,796,1036,2014,El Raja Marsa Matruh x Ala'ab Damanhour,31,"Mon, May 18, 2015",4:30 PM,El Raja Marsa Matruh,Ala'ab Damanhour,tbc,1,1,0,0,0,0,1:0 ,1:0,1,0,Home
797,797,1037,2014,Wadi Degla FC x El Nasr,31,"Mon, May 18, 2015",4:30 PM,Wadi Degla FC,El Nasr,Ahmed El Adawi,5,3,0,0,0,0,0:0 ,2:1,2,1,Home
798,798,1038,2014,El Gouna FC x Masry Port Said,31,"Mon, May 18, 2015",4:30 PM,El Gouna FC,Masry Port Said,Samir Osman,1,2,0,0,0,0,0:0 ,0:1,0,1,Away
799,799,1039,2014,El Shorta x Tala'ea El Gaish,31,"Mon, May 18, 2015",4:30 PM,El Shorta,Tala'ea El Gaish,Mohamed Hanafy,1,2,0,0,0,0,0:0 ,0:1,0,1,Away
800,800,1040,2014,Enppi Club x El Dakhlia SC,31,"Mon, May 18, 2015",6:30 PM,Enppi Club,El Dakhlia SC,Amin Omar,1,4,0,0,1,0,2:1 ,2:2,2,2,Draw
801,801,1041,2014,Petrojet x Harras El Hodoud,31,"Mon, May 18, 2015",6:30 PM,Petrojet,Harras El Hodoud,Walid Abdelrazak,3,2,0,0,0,0,0:1 ,1:2,1,2,Away
802,802,1042,2014,Masr El Makasa x Zamalek SC,31,"Thu, Jul 2, 2015",10:00 PM,Masr El Makasa,Zamalek SC,Ibrahim Nour Eldin,1,1,0,0,0,0,0:1 ,2:1,2,1,Home
803,803,1043,2014,El Ahly Cairo x Smouha SC,31,"Tue, Jul 28, 2015",7:30 PM,El Ahly Cairo,Smouha SC,Amin Omar,1,2,0,1,0,0,0:0 ,1:1,1,1,Draw
804,804,1044,2014,Masr El Makasa x El Gouna FC,32,"Sat, May 23, 2015",4:30 PM,Masr El Makasa,El Gouna FC,Mohamed Ali Shata,1,2,0,0,0,0,0:1 ,0:1,0,1,Away
805,805,1045,2014,El Dakhlia SC x El Shorta,32,"Sat, May 23, 2015",4:30 PM,El Dakhlia SC,El Shorta,Hesham Abdelhamid,1,3,0,1,0,0,0:0 ,0:0,0,0,Draw
806,806,1046,2014,Ala'ab Damanhour x Ismaily SC,32,"Sat, May 23, 2015",4:30 PM,Ala'ab Damanhour,Ismaily SC,Abdelaziz El Sayed,1,3,0,0,0,0,0:2 ,0:2,0,2,Away
807,807,1047,2014,Arab Contractors SC x El Raja Marsa Matruh,32,"Sat, May 23, 2015",4:30 PM,Arab Contractors SC,El Raja Marsa Matruh,Ibrahim Nour Eldin,1,0,0,0,0,0,0:0 ,0:1,0,1,Away
808,808,1048,2014,Tala'ea El Gaish x Wadi Degla FC,32,"Sat, May 23, 2015",6:30 PM,Tala'ea El Gaish,Wadi Degla FC,Tarek Magdi,3,2,0,0,0,0,0:0 ,0:0,0,0,Draw
809,809,1049,2014,Masry Port Said x Petrojet,32,"Sat, May 23, 2015",6:30 PM,Masry Port Said,Petrojet,Sherif Rashwan,1,2,0,0,0,0,0:1 ,0:1,0,1,Away
810,810,1050,2014,Smouha SC x Enppi Club,32,"Sat, May 23, 2015",6:30 PM,Smouha SC,Enppi Club,Mohamed Sabahi,2,1,1,0,0,0,0:0 ,1:0,1,0,Home
811,811,1051,2014,El Nasr x Ittehad Alexandria,32,"Sat, May 23, 2015",8:00 PM,El Nasr,Ittehad Alexandria,Ahmed Hamdi,1,2,0,0,0,1,0:0 ,2:1,2,1,Home
812,812,1052,2014,Harras El Hodoud x El Ahly Cairo,32,"Sun, May 24, 2015",5:30 PM,Harras El Hodoud,El Ahly Cairo,Mohamed Farouk,1,2,1,1,0,0,1:0 ,1:0,1,0,Home
813,813,1053,2014,Zamalek SC x Alassiouty Sport,32,"Sun, May 24, 2015",7:30 PM,Zamalek SC,Alassiouty Sport,Mahmoud Ashour,1,0,0,0,0,0,2:0 ,2:0,2,0,Home
814,814,1054,2014,El Gouna FC x Zamalek SC,33,"Mon, Jun 1, 2015",4:30 PM,El Gouna FC,Zamalek SC,Amin Omar,3,0,0,0,0,0,1:1 ,1:1,1,1,Draw
815,815,1055,2014,El Raja Marsa Matruh x El Nasr,33,"Tue, Jun 2, 2015",4:30 PM,El Raja Marsa Matruh,El Nasr,Mohamed Ali Shata,1,1,0,0,0,0,1:0 ,4:1,4,1,Home
816,816,1056,2014,Alassiouty Sport x Ala'ab Damanhour,33,"Tue, Jun 2, 2015",4:30 PM,Alassiouty Sport,Ala'ab Damanhour,Mohamed Abdelhafez,2,0,0,0,0,0,0:4 ,1:5,1,5,Away
817,817,1057,2014,Petrojet x Masr El Makasa,33,"Tue, Jun 2, 2015",6:30 PM,Petrojet,Masr El Makasa,Said Hamza,1,3,0,0,0,0,1:3 ,3:6,3,6,Away
818,818,1058,2014,Ittehad Alexandria x Tala'ea El Gaish,33,"Wed, Jun 3, 2015",5:00 PM,Ittehad Alexandria,Tala'ea El Gaish,Samir Osman,0,2,0,0,0,0,0:0 ,0:0,0,0,Draw
819,819,1059,2014,Ismaily SC x Arab Contractors SC,33,"Wed, Jun 3, 2015",7:00 PM,Ismaily SC,Arab Contractors SC,Mohamed Sabahi,2,4,1,0,0,0,2:2 ,2:2,2,2,Draw
820,820,1060,2014,Wadi Degla FC x El Dakhlia SC,33,"Fri, Jun 5, 2015",5:00 PM,Wadi Degla FC,El Dakhlia SC,Walid Abdelrazak,1,4,1,1,0,0,1:2 ,3:3,3,3,Draw
821,821,1061,2014,Enppi Club x Harras El Hodoud,33,"Fri, Jun 5, 2015",7:00 PM,Enppi Club,Harras El Hodoud,Mohamed Maarouf,2,3,0,0,0,0,1:2 ,2:4,2,4,Away
822,822,1062,2014,El Shorta x Smouha SC,33,"Sat, Jun 6, 2015",5:00 PM,El Shorta,Smouha SC,Sherif Rashwan,1,0,0,0,0,0,0:1 ,1:1,1,1,Draw
823,823,1063,2014,El Ahly Cairo x Masry Port Said,33,"Mon, Jul 6, 2015",9:30 PM,El Ahly Cairo,Masry Port Said,Mohamed Hanafy,0,2,0,0,0,0,2:0 ,2:0,2,0,Home
824,824,1064,2014,El Gouna FC x Petrojet,34,"Tue, Jun 16, 2015",4:30 PM,El Gouna FC,Petrojet,Mohamed Adel,1,4,0,0,0,0,1:0 ,2:1,2,1,Home
825,825,1065,2014,El Dakhlia SC x Ittehad Alexandria,34,"Tue, Jun 16, 2015",5:30 PM,El Dakhlia SC,Ittehad Alexandria,Awad Saafan,6,3,0,0,0,0,1:1 ,2:1,2,1,Home
826,826,1066,2014,Arab Contractors SC x Alassiouty Sport,34,"Tue, Jun 16, 2015",5:30 PM,Arab Contractors SC,Alassiouty Sport,tbc,5,0,0,0,0,0,3:0 ,4:0,4,0,Home
827,827,1067,2014,Smouha SC x Wadi Degla FC,34,"Tue, Jun 16, 2015",5:30 PM,Smouha SC,Wadi Degla FC,Ibrahim Nour Eldin,2,2,0,0,0,0,1:1 ,3:1,3,1,Home
828,828,1068,2014,Tala'ea El Gaish x El Raja Marsa Matruh,34,"Tue, Jun 16, 2015",5:30 PM,Tala'ea El Gaish,El Raja Marsa Matruh,Amin Omar,2,0,0,0,0,0,2:0 ,2:1,2,1,Home
